Month,Province,Code_Site,Site_Name,District,OverallScore,Number_ofCell,Total_Sub,Total_Volume_Mb, Total_Revenue ,Rev_Priority,Revenue_Loss,LTC_Sub,LTC_Volume_Mb,LTC_Revenue,TPlus_Sub,TPlus_Volume_Mb,TPlus_Revenue,Total_Down_hour,Total_CountDown,Day_Down_hour,Day_CountDown,Night_Down_hour,Night_CountDown,AC_Power_hour,AC_Power_CountDown,OPTIC_hour,OPTIC_CountDown,EQUIPMENT_hour,EQUIPMENT_CountDown,RECTIFIER_hour,RECTIFIER_CountDown,Other_hour,Other_CountDown,MC_to_BTS,Distance_KM,Access_Time_Minute,LodAC,LodDC,Capacity_Battery_V,Cpcity_Bttery_Ah,Capacity_Solar_V,Cpcity_Solr_Ah,Capacity_Gen_KVA,Backup_time_Minute,Battery,Lat,Long
2023-02-28,VTE,VTE0518,VTE0518_SAISAWANG,Xaithani,5,26,105698,39067795.66,84310434.58,Priority1,815503,82299,29359092,72583980,23399,9708704,11726455,2.5,3,1.6,2,0.9,1,1.3,2,0,0,0,0,0,0,1.2,1,LTC To Site,14,35,13,54,48,200,0,0,0,10,Battery,18.05522,102.67485
2023-04-30,VTE,VTE0335,VTE0335_HOUMBENG,Naxaythong,5,20,26112,43094223.33,84247994.4,Priority1,163816,20070,31980719,71559816,6042,11113504,12688178,0.7,2,0.2,1,0.6,1,0.6,1,0,0,0,0,0,0,0.2,1,LTC to Site,33.7,50,12,47,48,200,0,0,0,120,Battery,18.18506,102.51597
2023-03-31,VTP,VTP0140,VTP0140_VANGVIENG_MK,Vangvieng,5,24,65117,36028584.89,84180475.23,Priority1,1414323,52270,25750031,72365055,12847,10278554,11815421,5.2,2,5.2,2,0,0,5.2,2,0,0,0,0,0,0,0,0,MC VANGVIENG To SITE,4,10,16,58,48,200,0,0,0,10,Battery,18.9392,102.4469
2022-12-31,VTE,VTE0423,VTE0423_HUAXIENG,Xaithani,5,18,20725,39730549.33,84152633.71,Priority1,339325,15994,28426444,71302946,4731,11304105,12849687,1.7,2,1.7,2,0,0,0.4,1,1.3,1,0,0,0,0,0,0,LTC To Site,28,50,10,43,48,200,0,0,0,10,Battery,18.03138,102.78808
2022-12-31,VTE,VTE0331,VTE0331_DONGXIENGDY,Naxaythong,5,2,35713,39752196.95,84121178.1,Priority1,22613,28514,30196142,73338948,7199,9556055,10782230,1.5,2,1.5,2,0,0,0.5,1,0,0,0,0,0,0,1,1,LTC to Site,15,31,14,47,48,200,0,0,0,120,Battery,18.06151,102.59897
2023-02-28,BLK,BLK0172,BLK0172_PHAMEUNG,Borikhan,6,15,20449,61199984," 84,115,654 ",Priority1,2490925,11502,18110174,38547591,8947,43089810,45568062,13.3,4,13.3,4,0,0,13.3,4,0,0,0,0,0,0,0,0,LTC to Site,53,90,9,38.7,48,200,0,0,0,10,Battery,18.743252,103.684613
2022-05-31,VTP,VTP0288,VTP0288_NAMPHERN,Muen,5,20,10079,45444200.77,83912093.42,Priority1,349634,6680,19878939,56711052,3399,25565262,27201041,1.6,2,1.6,2,0,0,1.6,2,0,0,0,0,0,0,0,0,LTC to Site,128,240,24,74,48,500,0,0,0,120,Battery,18.2266,101.9338
2022-07-31,BLK,BLK0155,BLK0155_BOLIKHAN,Borikhan,6,18,38632,33614610.01," 83,862,248 ",Priority1,4576354,23841,11181863,57833361,14791,22432747,26028887,22.6,3,13.7,2,8.8,1,22.6,3,0,0,0,0,0,0,0,0,LTC to Site,28,60,7,30.1,48,100,0,0,0,30,Battery,18.5719,103.736
2022-09-30,XKH,XKH0024,XKH0024_PHONETHONG,Pek,5,17,36244,45512848.61,83494149.71,Priority1,579820,21691,20487507,55713814,14553,25025342,27780336,3,5,2,2,1,3,2.8,3,0.1,1,0,0,0,0,0.1,1,LTC to Site,8,18,15,64.5,48,200,0,0,0,30,Battery,19.425466,103.17124
2023-02-28,BLK,BLK0155,BLK0155_BOLIKHAN,Borikhan,6,18,42709,29535447.94," 83,395,730 ",Priority1,2643347,26518,9958444,57408966,16191,19577004,25986764,11.8,3,11.8,3,0,0,11.8,3,0,0,0,0,0,0,0,0,LTC to Site,28,60,7,30.1,48,100,0,0,0,30,Battery,18.5719,103.736
2023-04-30,VTE,VTE0684,VTE0684_DONHAI,Pak-Ngum,5,11,129785,39516728.25,83277426.03,Priority1,393255,96810,27482424,69902317,32975,12034304,13375109,3.1,1,0,0,3.1,1,3.1,1,0,0,0,0,0,0,0,0,LTC to Site,44,60,10,42,48,200,0,0,0,120,Battery,18.0832,102.93019
2023-01-31,VTE,VTE0423,VTE0423_HUAXIENG,Xaithani,5,18,21179,40073526.83,83241696.92,Priority1,134261,16087,28436477,70080964,5092,11637050,13160733,0.7,1,0.7,1,0,0,0.7,1,0,0,0,0,0,0,0,0,LTC To Site,28,50,10,43,48,200,0,0,0,10,Battery,18.03138,102.78808
2022-10-31,VTE,VTE0423,VTE0423_HUAXIENG,Xaithani,5,18,20611,38931142.58,83215964.11,Priority1,89480,15482,26683855,69653715,5129,12247287,13562249,0.4,1,0.4,1,0,0,0.4,1,0,0,0,0,0,0,0,0,LTC To Site,28,50,10,43,48,200,0,0,0,10,Battery,18.03138,102.78808
2023-03-31,VTE,VTE0423,VTE0423_HUAXIENG,Xaithani,5,18,21970,39387022.67,83214853.27,Priority1,357913,16822,28729549,70856870,5148,10657474,12357984,1.8,3,0.9,1,0.8,2,1.8,3,0,0,0,0,0,0,0,0,LTC To Site,28,50,10,43,48,200,0,0,0,10,Battery,18.03138,102.78808
2023-03-31,VTP,VTP0196,VTP0196_PHAXANG,Fuang,6,24,12926,57783562.95," 83,188,275 ",Priority1,156537,7706,25107806,48612860,5220,32675757,34575415,0.6,1,0.6,1,0,0,0.6,1,0,0,0,0,0,0,0,0,LTC to Site,92,240,20,65,48,200,0,0,0,10,Battery,18.4724,101.9808
2023-04-30,VTP,VTP0140,VTP0140_VANGVIENG_MK,Vangvieng,5,24,76316,34190454.32,83025648.39,Priority1,265221,60441,25249262,72519445,15875,8941192,10506203,1,2,0.8,1,0.2,1,1,2,0,0,0,0,0,0,0,0,MC VANGVIENG To SITE,4,10,16,58,48,200,0,0,0,10,Battery,18.9392,102.4469
2022-07-31,XKH,XKH0024,XKH0024_PHONETHONG,Pek,5,19,41528,44039204.37,82921997.46,Priority1,925071,24950,19619484,55670619,16578,24419721,27251378,4.4,5,4.4,5,0,0,4.4,5,0,0,0,0,0,0,0,0,LTC to Site,8,18,15,64.5,48,200,0,0,0,30,Battery,19.425466,103.17124
2023-01-31,VTE,VTE0331,VTE0331_DONGXIENGDY,Naxaythong,5,24,37616,39785908.83,82916231.28,Priority1,445786,30045,30418506,72064513,7571,9367403,10851718,1.6,3,1.5,2,0.1,1,1.5,2,0,0,0.1,1,0,0,0,0,LTC to Site,15,31,14,47,48,200,0,0,0,120,Battery,18.06151,102.59897
2023-03-31,VTP,VTP0288,VTP0288_NAMPHERN,Muen,5,22,11117,46131473.34,82885713.07,Priority1,534747,7555,21012375,55137207,3562,25119098,27748506,2.2,1,2.2,1,0,0,2.2,1,0,0,0,0,0,0,0,0,LTC to Site,128,240,24,74,48,500,0,0,0,120,Battery,18.2266,101.9338
2022-08-31,UDX,UDX0093,UDX0093_KHUANG,Namo,5,21,4002,48193846.82,82863455.54,Priority1,0,2679,23909662,55806876,1323,24284185,27056579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LTC to Site,80,150,15,45,48,500,0,0,19 ,180,Battery_Gen,21.059982,101.810104
2022-04-30,VTP,VTP0047,VTP0047_HONGLEUY,Phonhong,5,18,89855,36956010.79,82833358.27,Priority1,69028,70615,24079742,69002963,19240,12876269,13830396,0.3,2,0.2,1,0.1,1,0.3,2,0,0,0,0,0,0,0,0,LTC to Site,40,45,16,57,48,200,0,0,0,360,Battery,18.3764,102.4261
2022-07-31,VTE,VTE0331,VTE0331_DONGXIENGDY,Naxaythong,5,8,35032,40434997.27,82788363.06,Priority1,89020,28015,29132981,70414524,7017,11302016,12373840,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,LTC to Site,15,31,14,47,48,200,0,0,0,120,Battery,18.06151,102.59897
2023-04-30,VTE,VTE0353,VTE0353_NASIEW3,Naxaythong,6,52,39675,45144861.25," 82,644,607 ",Priority1,2376032,30597,27677535,63538963,9078,17467326,19105645,4,4,0.4,1,3.5,3,3.8,3,0,0,0.2,1,0,0,0,0,LTC to Site,15,31,15,52,48,100,0,0,0,180,Battery,18.039828,102.585864
2023-03-31,UDX,UDX0093,UDX0093_KHUANG,Namo,5,42,5932,45514351.85,82597399.3,Priority1,0,4120,25012224,56236592,1812,20502128,26360807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LTC to Site,80,150,15,45,48,500,0,0,19 ,180,Battery_Gen,21.059982,101.810104
2022-04-30,VTP,VTP0140,VTP0140_VANGVIENG_MK,Vangvieng,5,24,61277,33165940.52,82509122.73,Priority1,0,46063,22950218,71438865,15214,10215722,11070258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MC VANGVIENG To SITE,4,10,16,58,48,200,0,0,0,10,Battery,18.9392,102.4469
2022-09-30,VTP,VTP0123,VTP0123_PHONPHENG,Vangvieng,5,19,39659,39585660.16,82436372.56,Priority1,938859,30299,26510368,67537441,9360,13075293,14898931,4.3,1,4.3,1,0,0,4.3,1,0,0,0,0,0,0,0,0,MC VANGVIENG To SITE,4,10,17,68,48,200,0,0,0,360,Battery,18.9307,102.4515
2022-12-31,VTP,VTP0196,VTP0196_PHAXANG,Fuang,6,19,15190,57119158.96," 82,404,527 ",Priority1,2348086,8619,22969614,46209423,6571,34149545,36195103,11.2,4,11.2,4,0,0,11.2,4,0,0,0,0,0,0,0,0,LTC to Site,92,240,20,65,48,200,0,0,0,10,Battery,18.4724,101.9808
2022-05-31,XKH,XKH0024,XKH0024_PHONETHONG,Pek,5,19,40701,42839310.83,82319868.36,Priority1,232354,25004,19926861,56797107,15697,22912450,25522761,1.1,1,1.1,1,0,0,1.1,1,0,0,0,0,0,0,0,0,LTC to Site,8,18,15,64.5,48,200,0,0,0,30,Battery,19.425466,103.17124
2022-09-30,VTE,VTE0423,VTE0423_HUAXIENG,Xaithani,5,18,17866,39979899.76,82315326.29,Priority1,720259,13474,26685417,67848240,4392,13294483,14467086,3.5,4,3.5,4,0,0,3.5,4,0,0,0,0,0,0,0,0,LTC To Site,28,50,10,43,48,200,0,0,0,10,Battery,18.03138,102.78808
2022-10-31,VTE,VTE0399,VTE0399_DONGBANG,Xaithani,5,27,29676,41507783,82297468.65,Priority1,0,21299,21328158,60713268,8377,20179625,21584201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LTC To Site,24,55,16,65,48,500,0,0,0,120,Battery,18.13949,102.72863
2022-12-31,VTP,VTP0140,VTP0140_VANGVIENG_MK,Vangvieng,5,24,69517,32630251.52,82246742.18,Priority1,1304451,55106,23481689,71920348,14411,9148562,10326394,4.9,2,4.9,2,0,0,4.9,2,0,0,0,0,0,0,0,0,MC VANGVIENG To SITE,4,10,16,58,48,200,0,0,0,10,Battery,18.9392,102.4469
2022-10-31,UDX,UDX0093,UDX0093_KHUANG,Namo,5,4,4373,45622098.59,82218756.61,Priority1,221018,3014,23380762,56447291,1359,22241336,25771466,5,1,5,1,0,0,5,1,0,0,0,0,0,0,0,0,LTC to Site,80,150,15,45,48,500,0,0,19 ,180,Battery_Gen,21.059982,101.810104
2023-03-31,VTE,VTE0331,VTE0331_DONGXIENGDY,Naxaythong,5,24,35668,40217755.51,82211178.75,Priority1,265197,28926,30598293,71694850,6742,9619463,10516328,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,LTC to Site,15,31,14,47,48,200,0,0,0,120,Battery,18.06151,102.59897
2022-10-31,LNT,LNT0015,LNT0015_PHONEXAISAVANG,Louang-Namtha,5,24,31537,39896171.04,82209705.99,Priority1,220994,23408,21489827,61102035,8129,18406344,21107671,0.8,2,0.8,2,0,0,0.8,2,0,0,0,0,0,0,0,0,LTC to Site,15,30,12,50,0,0,0,0,0,0,No Battery,20.92743,101.40142
2022-10-31,XKH,XKH0024,XKH0024_PHONETHONG,Pek,5,9,40403,43779657.96,82131559.69,Priority1,66235,24762,20519007,55702404,15641,23260651,26429156,0.7,1,0.7,1,0,0,0.7,1,0,0,0,0,0,0,0,0,LTC to Site,8,18,15,64.5,48,200,0,0,0,30,Battery,19.425466,103.17124
2023-03-31,VTE,VTE0186,VTE0186_KHAMSAWATH2,Xaisettha,5,19,63759,40924092.27,82129790.37,Priority1,540909,52373,29655795,69601820,11386,11268297,12527971,2.6,5,1.8,3,0.8,2,1.3,4,1.3,1,0,0,0,0,0,0,LTC to Site,8,31,12,49,48,200,0,0,0,120,Battery,17.96827,102.677
2022-06-30,KHM,KHM0135,KHM0135_PHONKHOR,Hinboun,5,26,11155,24096350.69,82129716.58,Priority1,3296596,1869,2280338,5672551,912,656614,733622,11.1,4,6.9,3,4.2,1,11.1,4,0,0,0,0,0,0,0,0,LTC to Site,87,135,7,20,48,200,0,0,0,30,Battery,17.8392,104.347
2022-11-30,VTP,VTP0123,VTP0123_PHONPHENG,Vangvieng,5,19,49256,38174889.39,82120380.24,Priority1,1026505,38168,26204382,68338044,11088,11970507,13782336,4.7,6,4.7,6,0,0,4.4,5,0,0,0,0,0,0,0.4,1,MC VANGVIENG To SITE,4,10,17,68,48,200,0,0,0,360,Battery,18.9307,102.4515
2022-10-31,VTE,VTE0186,VTE0186_KHAMSAWATH2,Xaisettha,5,19,60482,40395316.61,82098866.59,Priority1,397253,48421,29146738,69638764,12061,11248579,12460103,1.9,3,1.6,2,0.3,1,1.9,3,0,0,0,0,0,0,0,0,LTC to Site,8,31,12,49,48,200,0,0,0,120,Battery,17.96827,102.677
2023-03-31,VTP,VTP0131,VTP0131_THAMJANG,Vangvieng,5,54,58545,32428433.25,82014979.14,Priority1,0,48213,23882564,71559680,10332,8545869,10455299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LTC to Site,4,10,12,44,48,200,0,0,0,30,Battery,18.9161,102.4478
2022-11-30,VTE,VTE0186,VTE0186_KHAMSAWATH2,Xaisettha,5,30,61239,39479935.36,81995475.91,Priority1,0,49467,29121283,70380107,11772,10358653,11615369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LTC to Site,8,31,12,49,48,200,0,0,0,120,Battery,17.96827,102.677
2022-04-30,UDX,UDX0093,UDX0093_KHUANG,Namo,5,4,5194,48031366.92,81994299.87,Priority1,318867,3533,22740779,53985144,1661,25290588,28009156,7,1,0,0,7,1,7,1,0,0,0,0,0,0,0,0,LTC to Site,80,150,15,45,48,500,0,0,19 ,180,Battery_Gen,21.059982,101.810104
2022-10-31,XYL,XYL0049,XYL0049_PAKTHUNG,Xianghon,5,14,6664,35218040.16,81972266.42,Priority1,0,3943,12683666,53925161,2721,22534374,28047106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,XAYABOULY,26,60,17.90697674,77,12,200,0,0,0,10,Battery,19.54972,100.70083
2022-11-30,VTP,VTP0288,VTP0288_NAMPHERN,Muen,5,8,10237,43932433.03,81872285.06,Priority1,125083,6988,20259172,56007253,3249,23673261,25865032,1.4,1,1.4,1,0,0,1.4,1,0,0,0,0,0,0,0,0,LTC to Site,128,240,24,74,48,500,0,0,0,120,Battery,18.2266,101.9338
2022-10-31,VTP,VTP0140,VTP0140_VANGVIENG_MK,Vangvieng,5,24,52360,33414642.52,81769158.46,Priority1,3055353,41197,23884993,71069281,11163,9529650,10699878,11.6,8,11.3,7,0.3,1,11.6,8,0,0,0,0,0,0,0,0,MC VANGVIENG To SITE,4,10,16,58,48,200,0,0,0,10,Battery,18.9392,102.4469
2022-06-30,VTP,VTP0047,VTP0047_HONGLEUY,Phonhong,5,18,68223,35618199.98,81767759.81,Priority1,681398,54043,23546391,68505963,14180,12071809,13261797,3.3,2,0.7,1,2.7,1,3.3,2,0,0,0,0,0,0,0,0,LTC to Site,40,45,16,57,48,200,0,0,0,360,Battery,18.3764,102.4261
2023-01-31,VTE,VTE0399,VTE0399_DONGBANG,Xaithani,5,27,31616,40483683.42,81764413.05,Priority1,142868,22738,21955403,61834003,8878,18528280,19930410,0.5,1,0.5,1,0,0,0.5,1,0,0,0,0,0,0,0,0,LTC To Site,24,55,16,65,48,500,0,0,0,120,Battery,18.13949,102.72863
2022-09-30,UDX,UDX0093,UDX0093_KHUANG,Namo,5,21,4066,47351012.42,81711491.54,Priority1,578790,2754,23990857,55626572,1312,23360155,26084920,2.4,2,2.4,2,0,0,0.4,1,0,0,0,0,0,0,2,1,LTC to Site,80,150,15,45,48,500,0,0,19 ,180,Battery_Gen,21.059982,101.810104
2022-04-30,VTP,VTP0288,VTP0288_NAMPHERN,Muen,5,18,11079,45808404.76,81706718.59,Priority1,2428505,7214,20481043,54950333,3865,25327362,26756385,11.9,3,11.9,3,0,0,11.9,3,0,0,0,0,0,0,0,0,LTC to Site,128,240,24,74,48,500,0,0,0,120,Battery,18.2266,101.9338
2022-12-31,VTE,VTE0399,VTE0399_DONGBANG,Xaithani,5,11,33096,39389357.29,81689299.38,Priority1,351352,23374,21007922,61819906,9722,18381436,19869393,2.9,2,2.9,2,0,0,0.2,1,2.7,1,0,0,0,0,0,0,LTC To Site,24,55,16,65,48,500,0,0,0,120,Battery,18.13949,102.72863
2022-07-31,LNT,LNT0015,LNT0015_PHONEXAISAVANG,Louang-Namtha,5,24,32676,39167509.97,81628442.05,Priority1,0,24267,21465703,61458878,8409,17701807,20169564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LTC to Site,15,30,12,50,0,0,0,0,0,0,No Battery,20.92743,101.40142
2023-02-28,VTE,VTE0507,VTE0507_PHONNGARM_THADINDENG,Xaithani,5,3,19686,45011808.27,81618705.35,Priority1,170039,13141,20766436,55819716,6545,24245372,25798989,4.7,1,4.7,1,0,0,0,0,4.7,1,0,0,0,0,0,0,LTC To Site,35,55,15,63,48,200,0,0,0,120,Battery,18.16472,102.76767
2022-05-31,VTP,VTP0040,VTP0040_BANMAI,Phonhong,5,15,96476,34958257.4,81538641.72,Priority1,372623,77030,26650454,72561435,19446,8307803,8977206,2.3,2,0.9,1,1.3,1,2.3,2,0,0,0,0,0,0,0,0,LTC to Site,38,60,17,62,48,200,0,0,0,15,Battery,18.3049,102.4635
2022-11-30,VTP,VTP0140,VTP0140_VANGVIENG_MK,Vangvieng,5,24,51963,33182502.9,81407322.36,Priority1,135679,40444,23429477,70450331,11519,9753026,10956991,0.5,1,0.5,1,0,0,0.5,1,0,0,0,0,0,0,0,0,MC VANGVIENG To SITE,4,10,16,58,48,200,0,0,0,10,Battery,18.9392,102.4469
2022-11-30,VTE,VTE0399,VTE0399_DONGBANG,Xaithani,5,3,29079,39425516.4,81389185.24,Priority1,158257,20779,21095331,61680338,8300,18330185,19708847,4.7,1,4.7,1,0,0,0,0,0,0,0,0,0,0,4.7,1,LTC To Site,24,55,16,65,48,500,0,0,0,120,Battery,18.13949,102.72863
2022-11-30,UDX,UDX0093,UDX0093_KHUANG,Namo,5,4,4776,46976499.74,81344855.2,Priority1,33894,3383,24397476,55995310,1393,22579024,25349545,0.8,2,0.8,2,0,0,0.8,2,0,0,0,0,0,0,0,0,LTC to Site,80,150,15,45,48,500,0,0,19 ,180,Battery_Gen,21.059982,101.810104
2022-12-31,UDX,UDX0093,UDX0093_KHUANG,Namo,5,21,6007,46538471.81,81256880.12,Priority1,1026633,3934,24723813,56009081,2073,21814659,25247799,4.5,3,1.2,2,3.3,1,4.3,2,0,0,0,0,0,0,0.1,1,LTC to Site,80,150,15,45,48,500,0,0,19 ,180,Battery_Gen,21.059982,101.810104
2022-06-30,UDX,UDX0093,UDX0093_KHUANG,Namo,5,16,4261,45302035.45,81115352.67,Priority1,439375,2939,22174911,55027901,1322,23127124,26087452,2.4,1,2.4,1,0,0,2.4,1,0,0,0,0,0,0,0,0,LTC to Site,80,150,15,45,48,500,0,0,19 ,180,Battery_Gen,21.059982,101.810104
2022-04-30,VTE,VTE0186,VTE0186_KHAMSAWATH2,Xaisettha,5,19,62912,37745725.7,80976847.99,Priority1,843509,50094,27500857,69208057,12818,10244869,11768791,3.9,1,0,0,3.9,1,3.9,1,0,0,0,0,0,0,0,0,LTC to Site,8,31,12,49,48,200,0,0,0,120,Battery,17.96827,102.677
2023-02-28,BLK,BLK0116,BLK0116_PAKKADINGMAI,Pakkading,6,29,54885,43367107.69," 80,957,825 ",Priority1,5891127,39404,15653158,50731359,15481,27713950,30226466,16.9,8,10.7,7,6.2,1,16.9,8,0,0,0,0,0,0,0,0,LTC to Site,62,100,9,38.7,48,200,0,0,10 ,30,Battery_Gen,18.301109,104.10046
2023-03-31,VTE,VTE0399,VTE0399_DONGBANG,Xaithani,5,27,29999,39321552.44,80887411.63,Priority1,358775,21946,21745888,61729587,8053,17575664,19157825,1.2,1,1.2,1,0,0,1.2,1,0,0,0,0,0,0,0,0,LTC To Site,24,55,16,65,48,500,0,0,0,120,Battery,18.13949,102.72863
2022-06-30,VTE,VTE0331,VTE0331_DONGXIENGDY,Naxaythong,5,24,30764,39141656.33,80743563.57,Priority1,1065366,24244,28312330,68924682,6520,10829326,11818882,4,1,4,1,0,0,4,1,0,0,0,0,0,0,0,0,LTC to Site,15,31,14,47,48,200,0,0,0,120,Battery,18.06151,102.59897
2023-02-28,VTP,VTP0056,VTP0056_BOUNGPHAO,Thourakhom,5,15,27447,31189092.98,80641423.51,Priority1,2052036,22214,25833409,74403328,5233,5355684,6238095,11.4,3,11.4,3,0,0,11.4,3,0,0,0,0,0,0,0,0,LTC to Site,33,50,19,57,0,0,0,0,0,0,No Battery,18.3329,102.5467
2023-04-30,BLK,BLK0172,BLK0172_PHAMEUNG,Borikhan,6,15,23812,56830186.32," 80,540,440 ",Priority1,3903974,14005,18588222,39184929,9807,38241964,41355511,23.3,6,8.8,4,14.5,2,23.3,6,0,0,0,0,0,0,0,0,LTC to Site,53,90,9,38.7,48,200,0,0,0,10,Battery,18.743252,103.684613
2023-04-30,VTP,VTP0288,VTP0288_NAMPHERN,Muen,5,16,11763,45021265.07,80388520.06,Priority1,993691,7997,21176959,54208438,3766,23844306,26180082,5.6,3,1.3,2,4.3,1,0.4,1,5.1,2,0,0,0,0,0,0,LTC to Site,128,240,24,74,48,500,0,0,0,120,Battery,18.2266,101.9338
2022-09-30,VTE,VTE0399,VTE0399_DONGBANG,Xaithani,5,27,25667,41597938.49,80326826.66,Priority1,2811439,18309,20688307,58359299,7358,20909631,21967528,9.3,6,5.4,4,3.9,2,8.4,5,0,0,0,0,0,0,0.9,1,LTC To Site,24,55,16,65,48,500,0,0,0,120,Battery,18.13949,102.72863
2022-09-30,LNT,LNT0015,LNT0015_PHONEXAISAVANG,Louang-Namtha,5,48,30252,39355026.05,80299061.33,Priority1,0,22183,20811792,59161643,8069,18543234,21137418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LTC to Site,15,30,12,50,0,0,0,0,0,0,No Battery,20.92743,101.40142
2023-01-31,VTP,VTP0196,VTP0196_PHAXANG,Fuang,6,24,15577,56251780.6," 80,293,228 ",Priority1,1769904,9024,24881286,47343724,6553,31370495,32949503,6.8,2,3.7,1,3.1,1,6.8,2,0,0,0,0,0,0,0,0,LTC to Site,92,240,20,65,48,200,0,0,0,10,Battery,18.4724,101.9808
2022-05-31,VTP,VTP0084,VTP0084_VANGHUEA,Thourakhom,5,14,3273,41548901.81,80287834.76,Priority1,0,2067,16424446,53256731,1206,25124456,27031104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LTC to Site,78,180,18,62,48,0,0,0,0,120,Battery,18.3594,102.8121
2022-10-31,VTP,VTP0288,VTP0288_NAMPHERN,Muen,5,10,10434,41959642.36,80117041.97,Priority1,409200,7070,19435683,55451708,3364,22523959,24665334,3.7,3,3.7,3,0,0,2.7,2,1,1,0,0,0,0,0,0,LTC to Site,128,240,24,74,48,500,0,0,0,120,Battery,18.2266,101.9338
2023-04-30,VTP,VTP0123,VTP0123_PHONPHENG,Vangvieng,5,19,72816,36762412.09,80024451.73,Priority1,3167635,57234,26410748,67292599,15582,10351665,12731852,15,2,0,0,15,2,5.1,1,9.9,1,0,0,0,0,0,0,MC VANGVIENG To SITE,4,10,17,68,48,200,0,0,0,360,Battery,18.9307,102.4515
2023-04-30,VTP,VTP0047,VTP0047_HONGLEUY,Phonhong,5,18,110054,38561907.02,80017111.71,Priority1,0,89350,26575174,66437734,20704,11986733,13579378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LTC to Site,40,45,16,57,48,200,0,0,0,360,Battery,18.3764,102.4261
2022-11-30,XKH,XKH0024,XKH0024_PHONETHONG,Pek,5,17,41866,42256052.01,79904822.11,Priority1,477209,26442,20493163,55429529,15424,21762889,24475293,2.5,2,2,1,0.5,1,2.5,2,0,0,0,0,0,0,0,0,LTC to Site,8,18,15,64.5,48,200,0,0,0,30,Battery,19.425466,103.17124
2022-04-30,XKH,XKH0024,XKH0024_PHONETHONG,Pek,5,19,49333,42518396.8,79843341.38,Priority1,731897,29987,19793298,54730631,19346,22725099,25112710,3.5,2,3.5,2,0,0,3.5,2,0,0,0,0,0,0,0,0,LTC to Site,8,18,15,64.5,48,200,0,0,0,30,Battery,19.425466,103.17124
2022-08-31,LPB,LPB0065,LPB0065_PHANOM,Louangphrabang,5,17,57285,29766851.76,79621446.34,Priority1,160527,47178,24513960,73249733,10107,5252892,6371713,0.9,1,0.9,1,0,0,0.9,1,0,0,0,0,0,0,0,0,LTC to Site,4,15,11,45,48,200,0,0,0,10,Battery,19.8836,102.16035
2022-07-31,VTP,VTP0123,VTP0123_PHONPHENG,Vangvieng,5,8,55682,35850252.28,79596105.86,Priority1,139079,43894,25089574,67231882,11788,10760679,12364224,1.6,3,1.6,3,0,0,1.6,3,0,0,0,0,0,0,0,0,MC VANGVIENG To SITE,4,10,17,68,48,200,0,0,0,360,Battery,18.9307,102.4515
2023-04-30,VTE,VTE0196,VTE0196_NAKOUY2,Xaisettha,5,26,34406,38308874.51,79551593.87,Priority1,906004,28154,31762953,72231484,6252,6545922,7320110,3.2,3,2.6,2,0.6,1,3.2,3,0,0,0,0,0,0,0,0,LTC to Site,12,31,7,30,48,200,0,0,0,30,Battery,17.94576,102.70299
2022-07-31,LPB,LPB0065,LPB0065_PHANOM,Louangphrabang,5,3,59691,28646745.23,79496685.05,Priority1,106850,49946,23731899,73506435,9745,4914846,5990250,3.3,2,3.3,2,0,0,3.3,2,0,0,0,0,0,0,0,0,LTC to Site,4,15,11,45,48,200,0,0,0,10,Battery,19.8836,102.16035
2022-09-30,VTE,VTE0424,VTE0424_HOUYTEUY,Xaithani,5,19,41922,38272653.13,79447834.65,Priority1,518618,30856,28167172,68326125,11066,10105481,11121710,2.5,2,2.1,1,0.4,1,2.5,2,0,0,0,0,0,0,0,0,LTC To Site,14,40,10,41,48,200,0,0,0,10,Battery,18.08707,102.6308
2022-05-31,BLK,BLK0086,BLK0086_PHONVILAI,Khamkeut,5,17,10459,47743199.94,79446309.39,Priority1,0,5693,8202507,37167642,4766,39540693,42278668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MC_KHAMKERD to Site,25,60,8,32.25,48,200,0,0,0,10,Battery,18.07867,105.04306
2022-06-30,XKH,XKH0024,XKH0024_PHONETHONG,Pek,5,3,37416,41373282.26,79437704.02,Priority1,55165,22675,18437053,53946610,14741,22936230,25491094,1.7,1,1.7,1,0,0,0,0,1.7,1,0,0,0,0,0,0,LTC to Site,8,18,15,64.5,48,200,0,0,0,30,Battery,19.425466,103.17124
