Month,Province,Code_Site,Site_name,District,Issue,Part,Number_ofCell,Downtime_hour,Count_Down
2022-05-31,VTE,VTE0568,VTE0568_DONFAY2,Hatxayfong,OPTIC,Night,12,5.166666667,1
2022-05-31,VTE,VTE0568,VTE0568_DONFAY2,Hatxayfong,AC POWER,Day,12,4.5,3
2022-05-31,VTE,VTE0571,VTE0571_DONGKHAMXANG_FINANCE,Hatxayfong,AC POWER,Day,14,3.214285714,2
2022-05-31,VTE,VTE0572,VTE0572_DONGKHAMXANG2,Hatxayfong,AC POWER,Day,15,1,1
2022-05-31,VTE,VTE0573,VTE0573_DONGKHAMXANG3,Hatxayfong,AC POWER,Day,22,0.818181818,1
2022-05-31,VTE,VTE0574,VTE0574_DONGKHAMXANG4,Hatxayfong,AC POWER,Day,11,4.272727273,2
2022-05-31,VTE,VTE0575,VTE0575_DONGKHAMXANG5,Hatxayfong,AC POWER,Day,7,4.428571429,2
2022-05-31,VTE,VTE0575,VTE0575_DONGKHAMXANG5,Hatxayfong,AC POWER,Night,7,0.857142857,2
2022-05-31,VTE,VTE0576,VTE0576_DONGPHONHEA,Hatxayfong,OPTIC,Day,23,4.913043478,1
2022-05-31,VTE,VTE0576,VTE0576_DONGPHONHEA,Hatxayfong,OTHER,Night,23,2.52173913,1
2022-05-31,VTE,VTE0578,VTE0578_DONGPHONHEA3,Hatxayfong,OPTIC,Day,9,4.777777778,1
2022-05-31,VTE,VTE0579,VTE0579_DONGPHONLAO,Hatxayfong,OTHER,Day,18,0.055555556,0
2022-05-31,VTE,VTE0579,VTE0579_DONGPHONLAO,Hatxayfong,AC POWER,Day,18,3.5,2
2022-05-31,VTE,VTE0579,VTE0579_DONGPHONLAO,Hatxayfong,AC POWER,Night,18,0.166666667,1
2022-05-31,VTE,VTE0580,VTE0580_DONHOR,Hatxayfong,AC POWER,Day,18,4.722222222,2
2022-05-31,VTE,VTE0580,VTE0580_DONHOR,Hatxayfong,AC POWER,Night,18,0.166666667,0
2022-05-31,VTE,VTE0582,VTE0582_HADXAYKHAO,Hatxayfong,AC POWER,Night,16,0.8125,1
2022-05-31,VTE,VTE0583,VTE0583_HADXAYKHAO2,Hatxayfong,AC POWER,Day,8,0.5,1
2022-05-31,VTE,VTE0583,VTE0583_HADXAYKHAO2,Hatxayfong,AC POWER,Night,8,1.875,2
2022-05-31,VTE,VTE0584,VTE0584_HADDORKKEO,Hatxayfong,AC POWER,Day,15,0.533333333,1
2022-05-31,VTE,VTE0585,VTE0585_HADKANXA,Hatxayfong,AC POWER,Day,18,1,2
2022-05-31,VTE,VTE0585,VTE0585_HADKANXA,Hatxayfong,AC POWER,Night,18,0.944444444,1
2022-05-31,VTE,VTE0587,VTE0587_KEANGPAYANG,Hatxayfong,OPTIC,Night,15,2,1
2022-05-31,VTE,VTE0588,VTE0588_KEANGYANG,Hatxayfong,OPTIC,Night,17,13.64705882,2
2022-05-31,VTE,VTE0588,VTE0588_KEANGYANG,Hatxayfong,AC POWER,Night,17,0.058823529,0
2022-05-31,VTE,VTE0589,VTE0589_KHAMCHALERN,Hatxayfong,AC POWER,Day,9,1,2
2022-05-31,VTE,VTE0590,VTE0590_KHOKXAY,Hatxayfong,AC POWER,Day,10,6.7,5
2022-05-31,VTE,VTE0590,VTE0590_KHOKXAY,Hatxayfong,AC POWER,Night,10,1.1,1
2022-05-31,VTE,VTE0593,VTE0593_KM9_SOMVANG,Hatxayfong,AC POWER,Day,48,1.354166667,1
2022-05-31,VTE,VTE0595,VTE0595_NAHAI,Hatxayfong,EQUIPMENT,Day,18,0.055555556,0
2022-05-31,VTE,VTE0595,VTE0595_NAHAI,Hatxayfong,AC POWER,Day,18,3.833333333,2
2022-05-31,VTE,VTE0596,VTE0596_NAHAI2,Hatxayfong,AC POWER,Day,15,5.133333333,4
2022-05-31,VTE,VTE0596,VTE0596_NAHAI2,Hatxayfong,AC POWER,Night,15,0.2,1
2022-05-31,VTE,VTE0597,VTE0597_NAHAI3,Hatxayfong,AC POWER,Day,12,4.083333333,1
2022-05-31,VTE,VTE0599,VTE0599_NATHAM_HADXAYFONG,Hatxayfong,AC POWER,Day,13,1.076923077,1
2022-05-31,VTE,VTE0599,VTE0599_NATHAM_HADXAYFONG,Hatxayfong,AC POWER,Night,13,1.076923077,1
2022-05-31,VTE,VTE0600,VTE0600_NONGHAI,Hatxayfong,AC POWER,Day,3,4.333333333,2
2022-05-31,VTE,VTE0600,VTE0600_NONGHAI,Hatxayfong,AC POWER,Night,3,1.333333333,2
2022-05-31,VTE,VTE0600,VTE0600_NONGHAI,Hatxayfong,RECTIFIER,Night,3,2.333333333,1
2022-05-31,VTE,VTE0601,VTE0601_NONGHAI3,Hatxayfong,AC POWER,Day,15,2,1
2022-05-31,VTE,VTE0602,VTE0602_NONGHAI4,Hatxayfong,AC POWER,Day,16,1.6875,1
2022-05-31,VTE,VTE0603,VTE0603_NONGHAI2,Hatxayfong,AC POWER,Day,20,2.65,1
2022-05-31,VTE,VTE0603,VTE0603_NONGHAI2,Hatxayfong,AC POWER,Night,20,1.1,1
2022-05-31,VTE,VTE0603,VTE0603_NONGHAI2,Hatxayfong,RECTIFIER,Night,20,2.1,1
2022-05-31,VTE,VTE0604,VTE0604_NONGHEO,Hatxayfong,AC POWER,Day,17,1.058823529,1
2022-05-31,VTE,VTE0604,VTE0604_NONGHEO,Hatxayfong,AC POWER,Night,17,0.882352941,1
2022-05-31,VTE,VTE0605,VTE0605_NONGHEO2,Hatxayfong,AC POWER,Day,6,1,1
2022-05-31,VTE,VTE0606,VTE0606_NONGHEO3,Hatxayfong,OTHER,Night,6,2.5,1
2022-05-31,VTE,VTE0608,VTE0608_NONGPEAN_NEUA,Hatxayfong,AC POWER,Day,6,1,2
2022-05-31,VTE,VTE0609,VTE0609_NONGPHONG,Hatxayfong,AC POWER,Day,17,4.117647059,3
2022-05-31,VTE,VTE0609,VTE0609_NONGPHONG,Hatxayfong,AC POWER,Night,17,0.352941176,1
2022-05-31,VTE,VTE0612,VTE0612_PAKPENG,Hatxayfong,EQUIPMENT,Night,15,2.333333333,1
2022-05-31,VTE,VTE0615,VTE0615_PHOSI_HADXAYFONG,Hatxayfong,AC POWER,Day,6,0.166666667,1
2022-05-31,VTE,VTE0616,VTE0616_SALAKHAM,Hatxayfong,OTHER,Day,3,1,2
2022-05-31,VTE,VTE0618,VTE0618_SALAKHAM3,Hatxayfong,AC POWER,Day,13,5.769230769,2
2022-05-31,VTE,VTE0622,VTE0622_SITHAN_TAI,Hatxayfong,OPTIC,Night,15,0.533333333,0
2022-05-31,VTE,VTE0622,VTE0622_SITHAN_TAI,Hatxayfong,AC POWER,Day,15,5.333333333,2
2022-05-31,VTE,VTE0623,VTE0623_SOMHONG,Hatxayfong,OPTIC,Night,12,8.166666667,1
2022-05-31,VTE,VTE0623,VTE0623_SOMHONG,Hatxayfong,AC POWER,Day,12,1.416666667,2
2022-05-31,VTE,VTE0623,VTE0623_SOMHONG,Hatxayfong,AC POWER,Night,12,0.666666667,1
2022-05-31,VTE,VTE0624,VTE0624_SOMSANOOK,Hatxayfong,OTHER,Day,18,0.055555556,0
2022-05-31,VTE,VTE0624,VTE0624_SOMSANOOK,Hatxayfong,AC POWER,Day,18,0.111111111,1
2022-05-31,VTE,VTE0625,VTE0625_THADUA,Hatxayfong,AC POWER,Day,6,0.5,1
2022-05-31,VTE,VTE0625,VTE0625_THADUA,Hatxayfong,AC POWER,Night,6,0.166666667,1
2022-05-31,VTE,VTE0627,VTE0627_THAKHEK,Hatxayfong,AC POWER,Day,12,1.25,2
2022-05-31,VTE,VTE0627,VTE0627_THAKHEK,Hatxayfong,AC POWER,Night,12,0.5,1
2022-05-31,VTE,VTE0628,VTE0628_THAMOUANG,Hatxayfong,AC POWER,Day,3,0.666666667,1
2022-05-31,VTE,VTE0629,VTE0629_THAMOUANG2,Hatxayfong,OPTIC,Day,16,4.875,1
2022-05-31,VTE,VTE0629,VTE0629_THAMOUANG2,Hatxayfong,AC POWER,Day,16,1.9375,2
2022-05-31,VTE,VTE0631,VTE0631_THANALEANG,Hatxayfong,OTHER,Night,24,2.5,1
2022-05-31,VTE,VTE0632,VTE0632_THANALEANG_BRIDGE,Hatxayfong,AC POWER,Day,16,3.5625,3
2022-05-31,VTE,VTE0637,VTE0637_TRAINSTATION,Hatxayfong,AC POWER,Day,23,1.434782609,2
2022-05-31,VTE,VTE0638,VTE0638_XAYFONG_NEUA,Hatxayfong,EQUIPMENT,Night,8,3.875,1
2022-05-31,VTE,VTE0638,VTE0638_XAYFONG_NEUA,Hatxayfong,AC POWER,Day,8,4,3
2022-05-31,VTE,VTE0638,VTE0638_XAYFONG_NEUA,Hatxayfong,AC POWER,Night,8,1.125,1
2022-05-31,VTE,VTE0639,VTE0639_XAYFONG_TAI,Hatxayfong,AC POWER,Day,10,5.1,2
2022-05-31,VTE,VTE0640,VTE0640_XIENGKHUAN,Hatxayfong,AC POWER,Day,16,0.4375,1
2022-05-31,VTE,VTE0641,VTE0641_XIENGKHUAN2,Hatxayfong,AC POWER,Day,11,0.454545455,1
2022-05-31,VTE,VTE0644,VTE0644_BANKUAYXOR,Sangthong,AC POWER,Day,12,5.333333333,2
2022-05-31,VTE,VTE0644,VTE0644_BANKUAYXOR,Sangthong,AC POWER,Night,12,4.083333333,2
2022-05-31,VTE,VTE0646,VTE0646_HOUYHANG,Sangthong,AC POWER,Day,8,7,3
2022-05-31,VTE,VTE0646,VTE0646_HOUYHANG,Sangthong,AC POWER,Night,8,2.75,1
2022-05-31,VTE,VTE0648,VTE0648_HOUYKHAM,Sangthong,AC POWER,Day,6,0.5,1
2022-05-31,VTE,VTE0649,VTE0649_HOUYLAR,Sangthong,AC POWER,Day,8,5,2
2022-05-31,VTE,VTE0649,VTE0649_HOUYLAR,Sangthong,AC POWER,Night,8,3.5,2
2022-05-31,VTE,VTE0652,VTE0652_LTC_SANGTHONG,Sangthong,AC POWER,Day,18,2.5,1
2022-05-31,VTE,VTE0652,VTE0652_LTC_SANGTHONG,Sangthong,AC POWER,Night,18,1.166666667,1
2022-05-31,VTE,VTE0653,VTE0653_NAENANG,Sangthong,AC POWER,Day,17,3.529411765,2
2022-05-31,VTE,VTE0653,VTE0653_NAENANG,Sangthong,AC POWER,Night,17,3.882352941,2
2022-05-31,VTE,VTE0656,VTE0656_NAPOR,Sangthong,AC POWER,Day,8,2.5,2
2022-05-31,VTE,VTE0656,VTE0656_NAPOR,Sangthong,AC POWER,Night,8,2.75,1
2022-05-31,VTE,VTE0656,VTE0656_NAPOR,Sangthong,RECTIFIER,Day,8,1,1
2022-05-31,VTE,VTE0657,VTE0657_PARKTHEAP,Sangthong,AC POWER,Day,10,2.7,1
2022-05-31,VTE,VTE0657,VTE0657_PARKTHEAP,Sangthong,AC POWER,Night,10,3.9,2
2022-05-31,VTE,VTE0663,VTE0663_SAMPHANNA2,Sangthong,AC POWER,Day,15,1.333333333,1
2022-05-31,VTE,VTE0663,VTE0663_SAMPHANNA2,Sangthong,AC POWER,Night,15,0.4,1
2022-05-31,VTE,VTE0668,VTE0668_VANGMAR,sangthong,AC POWER,Day,9,4.555555556,2
2022-05-31,VTE,VTE0669,VTE0669_VIEWNAMKHONG,Sangthong,AC POWER,Day,9,4.777777778,3
2022-05-31,VTE,VTE0669,VTE0669_VIEWNAMKHONG,Sangthong,AC POWER,Night,9,0.555555556,1
2022-05-31,VTE,VTE0670,VTE0670_WATPHA_TUMNAMYOI,Sikhottabong,OPTIC,Day,12,21.25,1
2022-05-31,VTE,VTE0671,VTE0671_XOR,Sangthong,AC POWER,Day,12,5.333333333,2
2022-05-31,VTE,VTE0671,VTE0671_XOR,Sangthong,AC POWER,Night,12,4.166666667,2
2022-05-31,VTE,VTE0675,VTE0675_BANDON,Pak-Ngum,AC POWER,Day,21,0.619047619,1
2022-05-31,VTE,VTE0675,VTE0675_BANDON,Pak-Ngum,AC POWER,Night,21,2.666666667,1
2022-05-31,VTE,VTE0676,VTE0676_SOMSAWATH,Pak-Ngum,AC POWER,Day,17,0.941176471,2
2022-05-31,VTE,VTE0676,VTE0676_SOMSAWATH,Pak-Ngum,AC POWER,Night,17,0.764705882,2
2022-05-31,VTE,VTE0677,VTE0677_BANHAI_PAKNGEUM,Pak-Ngum,OPTIC,Night,9,10.55555556,1
2022-05-31,VTE,VTE0677,VTE0677_BANHAI_PAKNGEUM,Pak-Ngum,AC POWER,Day,9,0.222222222,1
2022-05-31,VTE,VTE0678,VTE0678_SOMPASERT,Pak-Ngum,AC POWER,Day,15,2.466666667,2
2022-05-31,VTE,VTE0679,VTE0679_BANPHAO,Pak-Ngum,AC POWER,Day,13,2.461538462,2
2022-05-31,VTE,VTE0680,VTE0680_BANPHAO2,Pak-Ngum,AC POWER,Day,15,3.8,4
2022-05-31,VTE,VTE0680,VTE0680_BANPHAO2,Pak-Ngum,AC POWER,Night,15,1.133333333,2
2022-05-31,VTE,VTE0682,VTE0682_DONVANGPHO,Pak-Ngum,OTHER,Day,13,1.615384615,1
2022-05-31,VTE,VTE0682,VTE0682_DONVANGPHO,Pak-Ngum,AC POWER,Day,13,5.461538462,2
2022-05-31,VTE,VTE0684,VTE0684_DONHAI,Pak-Ngum,AC POWER,Day,16,0.6875,2
2022-05-31,VTE,VTE0684,VTE0684_DONHAI,Pak-Ngum,AC POWER,Night,16,0.625,1
2022-05-31,VTE,VTE0685,VTE0685_DONSANGPHAI,Pak-Ngum,AC POWER,Day,23,3.47826087,6
2022-05-31,VTE,VTE0686,VTE0686_DON_TAI,Pak-Ngum,OPTIC,Day,13,0.307692308,0
2022-05-31,VTE,VTE0686,VTE0686_DON_TAI,Pak-Ngum,AC POWER,Day,13,6.692307692,5
2022-05-31,VTE,VTE0686,VTE0686_DON_TAI,Pak-Ngum,AC POWER,Night,13,1.230769231,0
2022-05-31,VTE,VTE0687,VTE0687_HADVIENGKHAM,Pak-Ngum,AC POWER,Day,6,2.333333333,1
2022-05-31,VTE,VTE0688,VTE0688_HOUYNAMYOUN,Pak-Ngum,AC POWER,Day,6,3.666666667,6
2022-05-31,VTE,VTE0691,VTE0691_KHOKSAWANG2,Xaithani,AC POWER,Day,15,2.333333333,1
2022-05-31,VTE,VTE0693,VTE0693_MAKNAO_NEUA,Pak-Ngum,AC POWER,Day,21,2.476190476,2
2022-05-31,VTE,VTE0696,VTE0696_NAFAY,Pak-Ngum,AC POWER,Day,12,2.5,2
2022-05-31,VTE,VTE0697,VTE0697_NAKHAO,Pak-Ngum,AC POWER,Day,12,1.75,1
2022-05-31,VTE,VTE0698,VTE0698_NAKHAY,Pak-Ngum,AC POWER,Day,12,0.666666667,1
2022-05-31,VTE,VTE0698,VTE0698_NAKHAY,Pak-Ngum,AC POWER,Night,12,1.333333333,1
2022-05-31,VTE,VTE0699,VTE0699_NALERT,Pak-Ngum,AC POWER,Day,14,3.785714286,3
2022-05-31,VTE,VTE0700,VTE0700_NANGARM_MAI,Pak-Ngum,AC POWER,Day,17,1.176470588,1
2022-05-31,VTE,VTE0700,VTE0700_NANGARM_MAI,Pak-Ngum,AC POWER,Night,17,2.117647059,1
2022-05-31,VTE,VTE0703,VTE0703_NATHAM_PAKNGEUM,Pak-Ngum,AC POWER,Day,12,2.5,2
2022-05-31,VTE,VTE0704,VTE0704_NAXA,Pak-Ngum,AC POWER,Day,6,0.666666667,1
2022-05-31,VTE,VTE0704,VTE0704_NAXA,Pak-Ngum,AC POWER,Night,6,0.666666667,1
2022-05-31,VTE,VTE0705,VTE0705_NAXONE_PAKNGEUM,Pak-Ngum,AC POWER,Day,15,2.466666667,2
2022-05-31,VTE,VTE0706,VTE0706_NONBUATHONG_KM40,Xaithani,AC POWER,Day,13,9,4
2022-05-31,VTE,VTE0706,VTE0706_NONBUATHONG_KM40,Xaithani,AC POWER,Night,13,12.38461538,1
2022-05-31,VTE,VTE0708,VTE0708_NONGKHIED,Pak-Ngum,AC POWER,Day,13,2.461538462,2
2022-05-31,VTE,VTE0709,VTE0709_NONGPHUVIENG,Pak-Ngum,AC POWER,Day,15,4.066666667,4
2022-05-31,VTE,VTE0710,VTE0710_NONSOUNG,Pak-Ngum,AC POWER,Day,9,2.444444444,2
2022-05-31,VTE,VTE0711,VTE0711_NONXAY,Pak-Ngum,AC POWER,Day,14,2.5,2
2022-05-31,VTE,VTE0711,VTE0711_NONXAY,Pak-Ngum,AC POWER,Night,14,2.642857143,1
2022-05-31,VTE,VTE0712,VTE0712_PAKNGEUM,Pak-Ngum,AC POWER,Day,11,3.363636364,3
2022-05-31,VTE,VTE0712,VTE0712_PAKNGEUM,Pak-Ngum,AC POWER,Night,11,1.090909091,2
2022-05-31,VTE,VTE0713,VTE0713_PAKNGEUM_OFFICIAL,Pak-Ngum,AC POWER,Day,7,0.428571429,1
2022-05-31,VTE,VTE0713,VTE0713_PAKNGEUM_OFFICIAL,Pak-Ngum,AC POWER,Night,7,0.142857143,0
2022-05-31,VTE,VTE0714,VTE0714_PAKUANG,Pak-Ngum,AC POWER,Day,7,2.428571429,2
2022-05-31,VTE,VTE0717,VTE0717_SANGSAI,Pak-Ngum,EQUIPMENT,Day,13,0.692307692,0
2022-05-31,VTE,VTE0717,VTE0717_SANGSAI,Pak-Ngum,AC POWER,Day,13,7.076923077,3
2022-05-31,VTE,VTE0718,VTE0718_THAKOK,Pak-Ngum,AC POWER,Day,12,3.833333333,4
2022-05-31,VTE,VTE0721,VTE0721_THINTHIENG,Pak-Ngum,OPTIC,Night,13,16.69230769,1
2022-05-31,VTE,VTE0721,VTE0721_THINTHIENG,Pak-Ngum,AC POWER,Day,13,5.923076923,2
2022-05-31,VTE,VTE0722,VTE0722_THOUNLUA,Pak-Ngum,AC POWER,Day,3,3.333333333,3
2022-05-31,VTE,VTE0722,VTE0722_THOUNLUA,Pak-Ngum,AC POWER,Night,3,3.333333333,2
2022-05-31,VTE,VTE0730,VTE0730_VIENTIANE_LIFE_CENTER,Sisattanak,AC POWER,Day,10,0.7,1
2022-05-31,VTE,VTE0730,VTE0730_VIENTIANE_LIFE_CENTER,Sisattanak,AC POWER,Night,10,1.2,1
2022-05-31,VTE,VTE0732,VTE0732_NAKEA_RW_STATION,Xaithani,AC POWER,Day,22,1.772727273,2
2022-05-31,VTE,VTE0733,VTE0733_DOUNG_YAI2_RW,Xaisettha,AC POWER,Day,11,0.818181818,1
2022-05-31,VTE,VTE0751,VTE0751_LOGISTIC_PARK,Hatxayfong,AC POWER,Day,21,1.428571429,2
2022-05-31,VTE,VTE0753,VTE0753_RAILWAY_HQ,Xaisettha,AC POWER,Day,20,3.75,3
2022-05-31,VTP,VTP0004,VTP0004_KM67_SC,Phonhong,AC POWER,Night,9,4.444444444,2
2022-05-31,VTP,VTP0006,VTP0006_NALONGKHOUN,Phonhong,EQUIPMENT,Day,2,7.5,2
2022-05-31,VTP,VTP0006,VTP0006_NALONGKHOUN,Phonhong,EQUIPMENT,Night,2,19,2
2022-05-31,VTP,VTP0006,VTP0006_NALONGKHOUN,Phonhong,AC POWER,Day,2,0.5,1
2022-05-31,VTP,VTP0007,VTP0007_NAMCHAENG,Phonhong,AC POWER,Night,15,1.4,1
2022-05-31,VTP,VTP0012,VTP0012_NAPHO_HIGHWAY,Phonhong,AC POWER,Day,13,1.153846154,0
2022-05-31,VTP,VTP0012,VTP0012_NAPHO_HIGHWAY,Phonhong,AC POWER,Night,13,11.38461538,2
2022-05-31,VTP,VTP0015,VTP0015_NONGKHONH,Phonhong,EQUIPMENT,Day,12,1.083333333,0
2022-05-31,VTP,VTP0015,VTP0015_NONGKHONH,Phonhong,AC POWER,Day,12,4.083333333,3
2022-05-31,VTP,VTP0015,VTP0015_NONGKHONH,Phonhong,AC POWER,Night,12,9.666666667,2
2022-05-31,VTP,VTP0027,VTP0027_SAENXOUM,Phonhong,EQUIPMENT,Night,3,0.666666667,1
2022-05-31,VTP,VTP0033,VTP0033_TAOTHAN,Phonhong,AC POWER,Day,6,0.5,2
2022-05-31,VTP,VTP0033,VTP0033_TAOTHAN,Phonhong,RECTIFIER,Day,6,3,1
2022-05-31,VTP,VTP0035,VTP0035_VANGMON,Phonhong,AC POWER,Day,15,0.8,1
2022-05-31,VTP,VTP0037,VTP0037_AEKXANG,Phonhong,AC POWER,Day,10,1.1,1
2022-05-31,VTP,VTP0040,VTP0040_BANMAI,Phonhong,AC POWER,Day,15,0.933333333,1
2022-05-31,VTP,VTP0040,VTP0040_BANMAI,Phonhong,AC POWER,Night,15,1.333333333,1
2022-05-31,VTP,VTP0041,VTP0041_BANPHONE,Phonhong,AC POWER,Day,6,0.5,1
2022-05-31,VTP,VTP0042,VTP0042_BANTHAT,Phonhong,AC POWER,Night,8,0.625,1
2022-05-31,VTP,VTP0046,VTP0046_DONGKHAO,Phonhong,EQUIPMENT,Day,20,4.6,1
2022-05-31,VTP,VTP0046,VTP0046_DONGKHAO,Phonhong,OTHER,Day,20,2.75,0
2022-05-31,VTP,VTP0046,VTP0046_DONGKHAO,Phonhong,AC POWER,Day,20,3,2
2022-05-31,VTP,VTP0046,VTP0046_DONGKHAO,Phonhong,AC POWER,Night,20,0.4,1
2022-05-31,VTP,VTP0047,VTP0047_HONGLEUY,Phonhong,AC POWER,Night,3,5,2
2022-05-31,VTP,VTP0048,VTP0048_HOUYDUA,Phonhong,AC POWER,Day,8,8.25,7
2022-05-31,VTP,VTP0048,VTP0048_HOUYDUA,Phonhong,AC POWER,Night,8,3.75,2
2022-05-31,VTP,VTP0049,VTP0049_HUAYTHONH,Phonhong,AC POWER,Day,6,0.333333333,1
2022-05-31,VTP,VTP0049,VTP0049_HUAYTHONH,Phonhong,AC POWER,Night,6,10.66666667,1
2022-05-31,VTP,VTP0050,VTP0050_BANBOR,Thourakhom,AC POWER,Day,9,0.555555556,1
2022-05-31,VTP,VTP0051,VTP0051_BANCHAENG,Thourakhom,EQUIPMENT,Day,15,3.6,1
2022-05-31,VTP,VTP0051,VTP0051_BANCHAENG,Thourakhom,AC POWER,Day,15,2.733333333,2
2022-05-31,VTP,VTP0051,VTP0051_BANCHAENG,Thourakhom,AC POWER,Night,15,12.26666667,2
2022-05-31,VTP,VTP0052,VTP0052_BANJOUM,Thourakhom,OPTIC,Day,9,3,1
2022-05-31,VTP,VTP0052,VTP0052_BANJOUM,Thourakhom,AC POWER,Night,9,11.11111111,1
2022-05-31,VTP,VTP0054,VTP0054_BANKERN_ZOO,Thourakhom,AC POWER,Day,13,0.538461538,1
2022-05-31,VTP,VTP0058,VTP0058_DONE_SOUKHABULY,Thourakhom,AC POWER,Night,9,1.111111111,2
2022-05-31,VTP,VTP0059,VTP0059_GOLF_BANKERN,Thourakhom,AC POWER,Day,8,0.5,1
2022-05-31,VTP,VTP0060,VTP0060_HADSIAO,Thourakhom,AC POWER,Day,9,0.555555556,1
2022-05-31,VTP,VTP0060,VTP0060_HADSIAO,Thourakhom,AC POWER,Night,9,0.333333333,0
2022-05-31,VTP,VTP0061,VTP0061_HADSOUAN,Thourakhom,AC POWER,Day,9,0.777777778,2
2022-05-31,VTP,VTP0061,VTP0061_HADSOUAN,Thourakhom,AC POWER,Night,9,14.11111111,1
2022-05-31,VTP,VTP0063,VTP0063_KANGMEUANG,Thourakhom,AC POWER,Day,9,2.222222222,2
2022-05-31,VTP,VTP0064,VTP0064_KERNNEUA,Thourakhom,OPTIC,Night,12,9,1
2022-05-31,VTP,VTP0064,VTP0064_KERNNEUA,Thourakhom,AC POWER,Day,12,0.5,1
2022-05-31,VTP,VTP0064,VTP0064_KERNNEUA,Thourakhom,AC POWER,Night,12,0.416666667,1
2022-05-31,VTP,VTP0065,VTP0065_KERNTAI,Thourakhom,AC POWER,Night,16,0.375,1
2022-05-31,VTP,VTP0066,VTP0066_LINGXANH,Thourakhom,AC POWER,Night,14,0.428571429,1
2022-05-31,VTP,VTP0067,VTP0067_NAFAI,Thourakhom,AC POWER,Day,18,0.611111111,1
2022-05-31,VTP,VTP0070,VTP0070_NANOKKHOUM,Thourakhom,AC POWER,Day,9,1.666666667,3
2022-05-31,VTP,VTP0071,VTP0071_NAPEUY,Thourakhom,AC POWER,Night,18,5.722222222,3
2022-05-31,VTP,VTP0073,VTP0073_NASANGLEK,Thourakhom,OTHER,Night,14,9.357142857,1
2022-05-31,VTP,VTP0073,VTP0073_NASANGLEK,Thourakhom,AC POWER,Day,14,1,2
2022-05-31,VTP,VTP0073,VTP0073_NASANGLEK,Thourakhom,AC POWER,Night,14,2.857142857,2
2022-05-31,VTP,VTP0075,VTP0075_PHATHAO,Thourakhom,AC POWER,Day,14,1.642857143,3
2022-05-31,VTP,VTP0077,VTP0077_PHONEPHAENG,Thourakhom,AC POWER,Day,15,0.2,1
2022-05-31,VTP,VTP0077,VTP0077_PHONEPHAENG,Thourakhom,AC POWER,Night,15,10.06666667,3
2022-05-31,VTP,VTP0077,VTP0077_PHONEPHAENG,Thourakhom,RECTIFIER,Night,15,3.866666667,1
2022-05-31,VTP,VTP0081,VTP0081_SIVILAI,Thourakhom,AC POWER,Day,12,0.5,1
2022-05-31,VTP,VTP0081,VTP0081_SIVILAI,Thourakhom,AC POWER,Night,12,0.416666667,1
2022-05-31,VTP,VTP0083,VTP0083_TANPIEOW,Thourakhom,AC POWER,Night,16,10.875,1
2022-05-31,VTP,VTP0087,VTP0087_BUNGKALO,Vangvieng,AC POWER,Day,5,1,2
2022-05-31,VTP,VTP0087,VTP0087_BUNGKALO,Vangvieng,AC POWER,Night,5,1.4,1
2022-05-31,VTP,VTP0088,VTP0088_DK62,Vangvieng,AC POWER,Day,8,4.125,3
2022-05-31,VTP,VTP0090,VTP0090_XIENGTHONG_RESORT,Vangvieng,AC POWER,Day,6,3,2
2022-05-31,VTP,VTP0090,VTP0090_XIENGTHONG_RESORT,Vangvieng,AC POWER,Night,6,3.833333333,1
2022-05-31,VTP,VTP0092,VTP0092_HADSONGKHONE_HIGHWAY,Vangvieng,AC POWER,Night,6,3,1
2022-05-31,VTP,VTP0093,VTP0093_HADSONGKHONE,Vangvieng,AC POWER,Day,23,1.391304348,2
2022-05-31,VTP,VTP0093,VTP0093_HADSONGKHONE,Vangvieng,AC POWER,Night,23,8.173913043,2
2022-05-31,VTP,VTP0094,VTP0094_HINHUASEUA,Vangvieng,AC POWER,Day,15,3.8,2
2022-05-31,VTP,VTP0094,VTP0094_HINHUASEUA,Vangvieng,AC POWER,Night,15,0.333333333,0
2022-05-31,VTP,VTP0097,VTP0097_HUAYNGAIR,Vangvieng,AC POWER,Day,6,6,2
2022-05-31,VTP,VTP0098,VTP0098_HUAYPAMORM,Vangvieng,AC POWER,Day,7,3.285714286,1
2022-05-31,VTP,VTP0099,VTP0099_HUAYSI,Vangvieng,AC POWER,Day,2,5.5,4
2022-05-31,VTP,VTP0099,VTP0099_HUAYSI,Vangvieng,AC POWER,Night,2,26.5,3
2022-05-31,VTP,VTP0101,VTP0101_KHANMARK,Vangvieng,AC POWER,Day,14,8.714285714,7
2022-05-31,VTP,VTP0101,VTP0101_KHANMARK,Vangvieng,AC POWER,Night,14,35.14285714,5
2022-05-31,VTP,VTP0102,VTP0102_KIEWKUOANG,Vangvieng,EQUIPMENT,Night,14,10.57142857,1
2022-05-31,VTP,VTP0102,VTP0102_KIEWKUOANG,Vangvieng,AC POWER,Day,14,7.714285714,4
2022-05-31,VTP,VTP0102,VTP0102_KIEWKUOANG,Vangvieng,AC POWER,Night,14,12.71428571,1
2022-05-31,VTP,VTP0103,VTP0103_KONGPHONH_T1,Vangvieng,AC POWER,Day,14,5.285714286,2
2022-05-31,VTP,VTP0104,VTP0104_KONGPHONHYAI,Vangvieng,AC POWER,Day,6,1.166666667,2
